190199120181,238301
190199131316,233569
190199131347,232753
190199131378,232782
190199131408,232763
190199131491,232038
190199239197,245113
190199239234,245111
190199257757,241264
190199257757 PLOMBA,239452
190199257832,241274
190199259294 PLOMBA,238906
190199260306 PLOMBA,239376
190199263208,239926
190199263239,239924
190199263260,239927
190199269057,244472
190199269149,247975
190199269446,234636
190199269477,244402
190199269507,244326
190199269538,234640
190199269569,238265
190199269590,244460
190199285446,239757
190199285446 PLOMBA,231919
190199287532,232873
190199287532 PLOMBA,234539
190199287563,245329
190199287594,245339
190199287624,234637
190199287655,238253
190199287686,237401
190199287716,237404
190199287747,232920
190199287778,238431
190199287808,239768
190199287839,238434
190199287860,239769
190199287891,247960
190199287952,239770
190199287983,241746
190199288072,239747
190199288102,244462
190199288164,239753
190199288195,240996
190199288225,234523
190199288287,238428
190199288379,244523
190199288539,235887
190199288591,245284
190199288805 PLOMBA,239654
190199291287,239932
190199306684,240920
190199306837,240910
190199306875,240928
190199307087,240916
190199307117,240925
190199307407,241271
190199307445,241267
190199314795,239061
190199315068,239077
190199315839,241036
190199315860,242026
190199315891,233963
190199373648,246194
190199373686,246196
190199373723,246211
190199373761,246219
190199428409 PLOMBA,241186
190199534865,233862
190199544536,245319
190199544567,245313
190199544598,240984
190199544628,238432
190199550025,241262
190199550100 PLOMBA,241086
190199550186 PLOMBA,245828
190199552647,239945
190199568273,244010
190199568310,240935
190199568488 PLOMBA,241342
190199568525,233750
190199568655,241376
190199568792,235671
190199568860,241541
190199568891 PLOMBA,240720
190199569003,235842
190199569034,239828
190199569065,241540
190199569225,241539
190199588400,239293
190199588400 PLOMBA,238708
190199589209 PLOMBA,241083
190199599567,234518
190199599604,244490
190199599635,240783
190199599789,235679
190199599796,241390
190199599826,240775
190199599932,241550
190199599932 PLOMBA,240768
190199599994,241551
190199600034,241384
190199600164,244487
190199600300,241366
190199600362,240875
190199600409,240838
190199600409 PLOMBA,240812
190199600423,241364
190199600515,240873
190199600546,241356
190199600645,240893
190199600737,240890
190199600744,240883
190199600843,241015
190199600874,241930
190199600904,234977
190199600997,233566
190199601024,233560
190199601055,233643
190199610408,239764
190199610439,240974
190199610460,239762
190199610491,244435
190199610521,244443
190199610552,244437
190199651128,239773
190199651159,239766
190199651180,234529
190199651210,240987
190199651241,241002
190199651272,245321
190199651364,244527
190199651395,244525
190199651456,245283
190199651517,234517
190199651548,241023
190199706545,247967
190199711495,237175
190199711525,239742
190199711556,239750
190199711587,238435
190199711617,240989
190199711648,241751
190199714823,233803
190199717022,245786
190199717060 PLOMBA,241187
190199717145,245778
190199717183,245087
190199717220 PLOMBA,245836
190199717268,245812
190199717305,239025
190199717305 PLOMBA,245841
190199717343,241269
190199717428,245086
190199717428 PLOMBA,245839
190199718548,239029
190199719545,245494
190199719583,245500
190199719620,245490
190199719668,245507
190199719705,245505
190199719743,245502
190199719781,245501
190199719828,245493
190199719866,245495
190199719903,244574
190199719989,245149
190199720022,244598
190199720060,245152
190199720107,244581
190199720145,245146
190199720183,245148
190199720220,244604
190199720268,245679
190199720305,239318
190199720381,245125
190199720428,245123
190199720503,245116
190199720541,245119
190199720589,245118
190199720626,244576
190199720664,245098
190199720701,244575
190199720749,244550
190199720787,245090
190199720824,244549
190199720862,245097
190199720909,244577
190199720947,245089
190199720985,245489
190199721029,245487
190199721067,245484
190199721104,245486
190199721142,245477
190199721180,245481
190199721227,245479
190199721265,245480
190199721302,245485
190199721340,245405
190199721388,245403
190199721425,245388
190199721463,245427
190199721500,245426
190199721548,245400
190199721586,245391
190199721623,245410
190199721661,245412
190199721708,244570
190199721708 PLOMBA,248028
190199721746 PLOMBA,241060
190199721784,248090
190199721821,245170
190199721869,245164
190199721906,245165
190199721944,245158
190199721982,245169
190199722026,244569
190199722064,248110
190199722101,245139
190199722149,245126
190199722187,245131
190199722224,245137
190199722262,245135
190199722309,245138
190199722347,245130
190199722385,245129
190199722422,245099
190199722460,245103
190199722507,244543
190199722545,244532
190199722583,245095
190199722620,244538
190199722668,245094
190199722705,245101
190199722743,245102
190199722781,245383
190199722828,245378
190199722866,245380
190199722903,245372
190199722941,245373
190199722989,245374
190199723023,245381
190199723108,245375
190199755802 PLOMBA,238910
190199796898,239970
190199797215,245611
190199797338,245598
190199797376 PLOMBA,236074
190199797451,248239
190199797499,245609
190199797574,245636
190199797734 PLOMBA,238745
190199798564,246279
190199798601,246277
190199798649,246274
190199798687,246271
190199798724,246270
190199798762,246268
190199798809,246266
190199799608,246262
190199799646,246259
190199799684,245729
190199799721,245723
190199799769,245720
190199799806,245714
190199799844,245713
190199799929,246256
190199800045,241301
190199800083,245667
190199800120,245669
190199800168 PLOMBA,241181
190199800205,245671
190199800243,245676
190199801875,245638
190199801912,245639
190199802476 PLOMBA,238732
190199802513,239007
190199802513 PLOMBA,238735
190199802551 PLOMPA,238738
190199802759,245642
190199802834,245647
190199802919,245648
190199802919 PLOMBA,239715
190199802957,245651
190199803114,245604
190199803190 PLOMBA,239721
190199803237 PLOMBA,239726
190199803275 PLOMBA,239723
190199803312 PLOMBA,239727
190199803350,245601
190199803633 PLOMBA,238742
190199804555,245678
190199804593,245710
190199804630,245709
190199804678,245707
190199804715,245704
190199804753,245702
190199804791,245695
190199804838,245689
190199804876,245677
190199899155,239385
190199899193,239052
190199899193 PLOMBA,245832
194252025109,240288
194252053898,239022
194252053935,246201
194252054017,246225
194252054055,246216
194252060421,245616
194252060520,245620
194252060575,245622
194252060629,245626
194252060674,245628
194252060728,245631
194252060827,245633
194252061022,245730
194252075432,245819
194252082409,248040
194252082447,248035
194252087008,233921
194252087039,234329
194252087060,233925
194252087152,241028
194252087275,233972
194252087336,233969
194252087367,232663
194252087398,232634
194252087428,232631
194252087459,232670
194252129128,242046
194252157022,240342
194252167977,244386
194252168011,244395
194252168059,234983
194252168097,244393
194252168134,244375
194252168172,244430
194252168219,238299
194252168257,244289
194252168295,244310
194252168332,244301
194252168370,233931
194252168417,239813
194252168455,233938
194252168493,234111
194252168530,244298
194252168578,244397
194252168615,244384
194252168653,238243
194252168691,244451
194252168738,234986
194252168776,248004
194252168813,244357
194252168851,234729
194252168899,234043
194252168936,235227
194252168974,244313
194252169018,237196
194252169056,244333
194252169094,244399
194252169131,244324
194252169179,244266
194252169216,234034
194252169254,234735
194252169292,234083
194252169339,238329
194252169377,235355
194252169414,234105
194252169452,238334
194252169490,234155
194252169537,234336
194252169575,244185
194252169612,244336
194252169704,239816
194252169742,244607
194252169780,235281
194252169827,234645
194252184332,234022
194252184417,234743
194252184455,247992
194252220153,239941
194252238158,233955
194252238196,233957
194252238233,233951
194252238271,234165
194252238318,233941
194252238356,238209
194252238394,233947
194252238431,240963
194252406960,235036
194252407011,240290
194252407042,241696
194252407639 PLOMBA,239643
194252407677 PLOMBA,239642
194252407752,245775
194252407790 PLOMBA,239646
194252407875 PLOMBA,238718
194252407998,244499
194252407998 PLOMBA,241084
194252408032,245810
194252408711 PLOMBA,239514
194252409039,245584
194252409077,245567
194252409114,245565
194252409190,245570
194252409435 PLOMBA,239559
194252409756,245578
194252409831,245581
194252410110 PLOMBA,239720
194252410479 PLOMBA,241055
194252410516 PLOMBA,238740
194252410837 PLOMBA,239714
194252410875 PLOMBA,238750
194252411230 PLOMBA,239471
194252411551 PLOMBA,238809
194252411599,238810
194252411957,238825
194252432594,240829
194252432594 PLOMBA,240824
194252432754,237057
194252432754 PLOMBA,239898
194252432761,241359
194252432792,235543
194252432792 PLOMBA,239896
194252432815,240845
194252432945,241546
194252433010,241544
194252433034,239895
194252433140,235173
194252433140 PLOMBA,241320
194252433164,240834
194252433164 PLOMBA,240817
194252433195,240866
194252433355,244008
194252433362,240863
194252433393,235669
194252433416,240847
194252433577,240855
194252433614,240858
194252433638,235175
194252433744,239893
194252438350,241011
194252438381,233975
194252438411,244340
194252438442,234974
194252438534,233965
194252438596,237521
194252438626,233642
194252438688,241926
194252438923 PLOMBA,240788
194252459744,245556
194252459782,245547
194252459782 PLOMBA,238871
194252459829,245558
194252459829 PLOMBA,239515
194252459867,233826
194252459904,245551
194252459942,245560
194252459980,245554
194252460108,245461
194252460146,245458
194252460184,245455
194252460221,245448
194252460221 PLOMBA,239561
194252460269,245450
194252460306,245457
194252460344,245454
194252460429,245467
194252465158,247981
194252465189,244459
194252465219,238306
194252465240,241943
194252465332,241006
194252465387,244416
194252465417,244425
194252465448,231843
194252465479,237191
194252465875,239777
194252465905,239775
194252465936,238338
194252465967,237211
194252467329,241027
194252467350,237527
194252467381,234334
194252467411,233960
194252467480,239064
194252467510,239074
194252467541,239073
194252467633,233282
194252467664,233285
194252542538,239908
194252542545 PLOMBA,240656
194252542569,239901
194252542576,239903
194252542729,240653
194252542736,239902
194252542743,240650
194252542774,239909
194252542798,239899
194252542804,239906
194252542804 PLOMBA,240659
194252543382 PLOMBA,240895
194252543412,235095
194252543870,239911
194252544075,235198
194252624050,236669
194252624111,238310
194252624203,237214
194252626610,233810
194252626733 PLOMBA,241143
194252626771,241263
194252627136 PLOMBA,239391
194252627211 PLOMBA,239677
194252627259 PLOMBA,237068
194252627297 PLOMBA,237069
194252627334 PLOMBA,237070
194252627372 PLOMBA,237071
194252627570 PLOMBA,241053
194252627617 PLOMBA,235735
194252627655,232734
194252627655 PLOMBA,241052
194252627693 PLOMBA,241051
194252627730 PLOMBA,241050
194252627938 PLOMBA,239679
194252627976 PLOMBA,238938
194252628010 PLOMBA,235813
194252628058 PLOMBA,239681
194252628096 PLOMBA,238941
194252628454,238936
194252628652 PLOMBA,237586
194252628690 PLOMBA,237592
194252628737 PLOMBA,236091
194252628775 PLOMBA,239674
194252628812 PLOMBA,239676
194252629017,232103
194252629017 PLOMBA,239689
194252629055 PLOMBA,235143
194252629093 PLOMBA,235145
194252629130 PLOMBA,239692
194252629178 PLOMBA,235148
194252629376 PLOMBA,236058
194252629413 PLOMBA,236052
194252629451 PLOMBA,236055
194252629499 PLOMBA,239687
194252629536 PLOMBA,239682
194252630051 PLOMBA,237072
194252630099 PLOMBA,239667
194252630419 PLOMBA,235740
194252630457 PLOMBA,241046
194252630495 PLOMBA,236164
194252630532 PLOMBA,236163
194252630570 PLOMBA,235736
194252630617 PLOMBA,241043
194252630778 PLOMBA,235817
194252630815 PLOMBA,235819
194252630853 PLOMBA,235815
194252630891 PLOMBA,238920
194252630938 PLOMBA,238919
194252630976 PLOMBA,235821
194252631256 PLOMBA,238927
194252631294 PLOMBA,235748
194252631331 PLOMBA,238923
194252631492 PLOMBA,237603
194252631539 PLOMBA,239661
194252631577 PLOMBA,237601
194252631614 PLOMBA,236096
194252631652 PLOMBA,237606
194252631690 PLOMBA,237608
194252631775,232735
194252632215 PLOMBA,239665
194252632253 PLOMBA,239664
194252632291 PLOMBA,239666
194252632338 PLOMBA,239663
194252632376 PLOMBA,236054
194252632413 PLOMBA,236060
194252635926 PLOMBA,241097
194252635964,245856
194252636008,246332
194252636084,245863
194252636367,246326
194252636442,246325
194252636565,241280
194252637401 PLOMBA,238963
194252637449 PLOMBA,238956
194252637487 PLOMBA,236153
194252637524 PLOMBA,238964
194252637562,248026
194252637562 PLOMBA,235877
194252637760 PLOMBA,239538
194252637807 PLOMBA,235695
194252637845 PLOMBA,235697
194252637920,235701
194252638125 PLOMBA,235707
194252638163 PLOMBA,241056
194252638200 PLOMBA,235713
194252638248,248024
194252638248 PLOMBA,235723
194252638286 PLOMBA,235728
194252638484 PLOMBA,239536
194252638521 PLOMBA,239531
194252638606,244582
194252638644 PLOMBA,239534
194252638842 PLOMBA,236160
194252638880 PLOMBA,235183
194252639160 PLOMBA,235863
194252639207 PLOMBA,235878
194252639245,236051
194252639283,240002
194252639320 PLOMBA,235875
194252639368,241383
194252639368 PLOMBA,236046
194252639566,245889
194252639566 PLOMBA,239578
194252639603 PLOMBA,235703
194252639641,245892
194252639641 PLOMBA,235702
194252639689,245895
194252639689 PLOMBA,239574
194252639764,245896
194252640241,245876
194252640241 PLOMBA,239572
194252640289,245877
194252640326,245880
194252640364,244579
194252640401,244572
194252640449,244589
194252640487,244591
194252640524,245874
194252640562,245881
194252640609 PLOMBA,236157
194252640647 PLOMBA,236158
194252640760,239890
194252640760 PLOMBA,236162
194252642283,248045
194252642368,241308
194252646113 PLOMBA,241196
194252646335,240950
194252652107,247641
194252654767,246335
194252654811,246327
194252741443,246330
194252749609,239066
194252750612,233841
194252750827,239951
194252779538,238422
194252779590,238414
194252779620,238416
194252779651,233849
194252779750,244362
194252779811,244382
194252779873,244358
194252779903,244360
194252779934,244327
194252779965,244346
194252780022,245295
194252780053,244344
194252780084,244319
194252780114,244237
194252780145,247936
194252780176,244411
194252780206,244329
194252780237,244305
194252780268,244240
194252780503,238232
194252780565,244478
194252780596,242034
194252780626,237183
194252780657,245297
194252780688,238235
194252780718,237179
194252780800,239799
194252780831,242037
194252780862,241941
194252780923,232507
194252780954,238284
194252780985,234647
194252781012,238269
194252781043,234731
194252781074,244282
194252781104,242042
194252781135,239808
194252781166,244400
194252781197,234742
194252781227,234641
194252781258,234696
194252781289,239784
194252781319,234059
194252781340,237399
194252781371,234643
194252781401,245302
194252781432,239787
194252781463,244378
194252781494,244454
194252781524,244338
194252781555,244259
194252788936,231937
194252789360,238200
194252789391,232575
194252789421,233979
194252789452,232584
194252794401,233962
194252794432,242030
4047443388766,120299
4712389914101,163295
4719513007982,246157
4719513009405,246101
4719513010654,246147
4719513010807,246123
4719513011866,246073
4719513011873,246082
4719513011880,246100
4897082669296,225924
5397063784929,82220
5901720133489,199931
5901986044727,104311
5901986044741,139193
5901986046585,169918
5902539601343,171569
5902701412180,170346
5902701414672,170363
5902701414887,170368
5903317225522,150104
5904743285302,105372
5907512861578,142495
5907512864661,246267
5907512865293,114413
5907512867914,195154
5907621810023,239713
5908235975368,92410
5908235975375,92411
5908267960134,138165
6971085310893,185302
6974377570128,185309
740617298680,103565
794858238394,244513
814914023228,138018
814914023839,137968
815530019275,138019
8716309099165,123776
883609256302,55976
885909575794,239996
885909575794 PLOMBA,239997
885909611607,239928
885909627479,240942
885909627646 PLOMBA,239980
885909630141,235074
885909630172,235061
885909630981,239989
885909631018,239994
885909707973,233855
888462110365,239960
888462180245 PLOMBA,236128
888462180269 PLOMBA,238974
888462180306,241253
888462180320 PLOMBA,238977
888462180344 PLOMBA,239408
888462180382,241252
888462180382 PLOMBA,241219
888462180429,239308
888462180429 PLOMBA,238859
888462180443 PLOMBA,241215
888462180467,241240
888462180481,241237
888462180528,241241
888462180528 PLOMBA,238861
888462180542 PLOMBA,236138
888462180566 PLOMBA,236136
888462180580,240980
888462180580 PLOMBA,235776
888462180603,241382
888462180603 PLOMBA,236133
888462180641,239048
888462180665,235156
888462180665 PLOMBA,235152
888462313766,235194
888462313766 PLOMBA,235190
888462314565,239972
888462315920,192953
888462386111,233866
888462405485,232510
888462405522,231870
888462648950,233888
888462655774,241305
888462660464,233070
888462661980,239295
888462664721,239046
888462664721 PLOMBA,238866
888462698429,239955
888462822961,235081
888462849890 PLOMBA,238794
888462849944 PLOMBA,241168
888462849999 PLOMBA,241171
888462850049 PLOMBA,241167
888462850940,239035
888462850940 PLOMBA,238516
888462850995 PLOMBA,238510
888462851046,236126
888462851046 PLOMBA,236125
888462851091,237564
888462851091 PLOMBA,237545
888462851145,239733
888462851244,235336
888462851244 PLOMBA,235332
888462851299,239033
888462851299 PLOMBA,238518
888462851497,238997
888462851541 PLOMBA,238671
888462851596 PLOMBA,238571
888462851640 PLOMBA,235186
888462851695,239735
888462851794,236732
888462851794 PLOMBA,236731
888462851848,239006
888462851848 PLOMBA,238567
888462855457,239387
888462855457 PLOMBA,239527
888462855501 PLOMBA,239521
888462855600 PLOMBA,239505
888462855709 PLOMPA,238762
888462855754,240643
888462855754 PLOMBA,239415
888462855853 PLOMBA,238845
888462855907 PLOMBA,239371
888462855952 PLOMBA,238857
888462856003,239305
888462856003 PLOMBA,238858
888462856058 PLOMPA,238849
888462859189,235023
888462865067,239016
888462865128 PLOMBA,239523
888462865180 PLOMBA,241210
888462865302 PLOMBA,241213
888462865364 PLOMBA,238539
888462865425 PLOMBA,238843
888462865487 PLOMPA,238841
888462868921 PLOMBA,239525
888462868983 PLOMBA,241235
888462869102 PLOMBA,238582
888462869287 PLOMBA,238536
888462869348 PLOMBA,238527
889561429808,109050
8954348947,241844
AGD/0000006,104981
AGD/0000018,37585
AGD/0000019,37588
AGD/0000025,37592
AGD/0000045,104982
AGD/0000064,173451
AGD/0000106,196154
AGD/0000108,104981
AGD/0000109,195271
AGD/0000110,190493
AGD/0000111,198632
AGD/0000113,198642
AGD/0000131,203137
AGD/0000139,227445
AGD/0000141,191004
AGD/0000175,243952
AGD/0000177,244415
AIO/00000001,170642
AIO/00000023,172072
AIO/00000026,162323
AIO/00000027,162323
AIO/00000028,172416
AIO/00000030,50646
AIO/00000031,49188
AIO/00000032,103428
AIO/00000034,147110
AIO/00000035,147110
AIO/00000036,89524
AIO/00000037,175403
AIO/00000038,175403
AIO/00000039,143977
AIO/00000040,82891
AIO/00000041,139401
AIO/00000042,139401
AIO/00000043,165825
AIO/00000044,90766
AIO/00000045,99830
AIO/00000046,99830
AIO/00000047,172416
AIO/00000050,107279
AIO/00000051,111537
AIO/00000052,107248
AIO/00000053,112104
AIO/00000054,91964
AIO/00000055,91964
AIO/00000056,190337
AIO/00000058,242585
AIO/00000059,103587
AIO/00000061,205805
AIO/00000062,175401
AIO/00000063,205805
AIO/00000064,83890
AIO/00000065,155333
AIO/00000066,101712
AIO/00000067,140068
AIO/00000068,109233
AIO/00000069,235621
AIO/00000070,158001
AIO/00000071,235621
AIO/00000073,78123
AIO/00000074,78123
AIO/00000075,78123
AIO/00000076,168988
AIO/00000076,98962
AIO/00000077,170639
AIO/00000078,170639
AIO/00000079,234601
AIO/00000080,234601
AIO/00000081,1715878
AIO/00000082,100227
AIO/00000084,82911
AIO/00000085,235597
AIO/00000086,140100
AIO/00000087,140100
AIO/00000088,47963
AIO/00000089,173685
AIO/00000090,156074
AIO/00000091,144182
AIO/00000092,83448
AIO/00000093,64122
AIO/00000106,235984
AIO/00000107,47963
AIO/00000109,156074
AIO/00000110,156074
AIO/00000111,92848
AIO/00000112,64122
AIO/00000113,238619
AIO/00000114,235936
AIO/00000115,174340
AIO/00000116,174345
AIO/00000117,171379
AIO/00000118,235650
AIO/00000119,90766
AIO/00000120,142497
AIO/00000121,158219
AIO/00000122,158219
AIO/00000123,158219
AIO/00000124,114023
AIO/00000125,156388
AIO/00000126,156399
AIO/00000128,243206
AIO/00000151,179096
AIO/00000152,179189
AIO/00000153,179189
AIO/00000154,179096
AIO/00000155,179122
AIO/00000156,179122
AIO/00000157,179122
AIO/00000158,179122
AIO/00000159,235597
AIO/00000160,138895
AIO/00000161,138895
AIO/00000162,147110
AIO/00000163,147110
AIO/00000164,238596
AIO/00000165,220794
AIO/00000167,179931
AIO/00000168,179927
AIO/00000169,238507
AIO/00000172,156636
AIO/00000173,84971
AIO/00000174,26855
AIO/00000175,107202
AIO/00000176,170441
AIO/00000177,61455
AIO/00000178,170637
AIO/00000179,105218
AIO/00000181,178487
AIO/00000182,201479
AIO/00000183,179723
AIO/00000185,237992
AIO/00000190,178475
AIO/00000191,53127
AIO/00000193,179909
AIO/00000194,179114
AIO/00000195,179096
AIO/00000197,179110
AIO/00000198,179192
AIO/00000199,179717
AIO/00000209,180993
AIO/00000210,231748
AIO/00000211,231748
AIO/00000212,72647
AIO/00000213,72647
AIO/00000214,72647
AIO/00000215,72647
AIO/00000216,78123
AIO/00000217,235974
AIO/00000218,180987
AIO/00000219,78123
AIO/00000220,80992
AIO/00000221,80992
AIO/00000223,194938
AIO/00000225,198570
AIO/00000227,155781
AIO/00000228,174324
AIO/00000230,170275
AIO/00000231,111603
AIO/00000232,135695
AIO/00000233,175375
AIO/00000234,175311
AIO/00000235,100351
AIO/00000236,115294
AIO/00000237,135689
AIO/00000239,175372
AIO/00000240,49854
AIO/00000241,158502
AIO/00000242,144181
AIO/00000243,105400
AIO/00000244,100300
AIO/00000248,111544
AIO/00000249,95497
AIO/00000250,194888
AIO/00000251,180803
AIO/00000252,180836
AIO/00000253,167790
AIO/00000254,59232
AIO/00000255,182809
AIO/00000256,180988
AIO/00000257,155780
AIO/00000258,154902
AIO/00000261,94623
AIO/00000262,181200
AIO/00000263,228504
AIO/00000264,112104
AIO/00000266,105465
AIO/00000267,181289
AIO/00000269,83428
AIO/00000270,181350
AIO/00000271,194953
AIO/00000272,183600
AIO/00000273,108432
AIO/00000274,142497
AIO/00000275,142497
AIO/00000276,83448
AIO/00000277,72441
AIO/00000278,83448
AIO/00000282,179122
AIO/00000283,179122
AIO/00000284,238555
AIO/00000285,86392
AIO/00000286,98960
AIO/00000287,135110
AIO/00000288,145625
AIO/00000289,175375
AIO/00000290,111739
AIO/00000291,205554
AIO/00000292,114935
AIO/00000293,168554
AIO/00000294,114013
AIO/00000296,179723
AIO/00000297,227066
AIO/00000298,227066
AIO/00000299,107328
AIO/00000300,115295
AIO/00000301,73782
AIO/00000302,201162
AIO/00000303,181402
AIO/00000304,181370
AIO/00000305,73782
AIO/00000306,109864
AIO/00000307,181250
AIO/00000308,181250
AIO/00000309,205597
AIO/00000310,181491
AIO/00000311,168770
AIO/00000312,194938
AIO/00000313,49854
AIO/00000314,182148
AIO/00000315,111902
AIO/00000317,94729
AIO/00000319,111146
AIO/00000321,179723
AIO/00000322,185253
AIO/00000325,234961
AIO/00000326,185180
AIO/00000327,157755
AIO/00000331,49813
AIO/00000332,105456
AIO/00000333,182817
AIO/00000334,207784
AIO/00000335,183014
AIO/00000336,185168
AIO/00000337,49813
AIO/00000339,183102
AIO/00000341,185242
AIO/00000343,183059
AIO/00000344,180052
AIO/00000345,220941
AIO/00000346,185191
AIO/00000347,185181
AIO/00000348,185205
AIO/00000349,185231
AIO/00000350,182935
AIO/00000351,156399
AIO/00000352,187480
AIO/00000353,49813
AIO/00000354,82891
AIO/00000355,221399
AIO/00000356,100300
AIO/00000358,179124
AIO/00000359,179124
AIO/00000360,188355
AIO/00000361,188355
AIO/00000362,188355
AIO/00000363,188355
AIO/00000364,105185
AIO/00000366,49813
AIO/00000367,207733
AIO/00000368,182809
AIO/00000369,158301
AIO/00000370,201155
AIO/00000372,111934
AIO/00000373,105400
AIO/00000374,113985
AIO/00000375,188338
AIO/00000377,194868
AIO/00000378,190055
AIO/00000379,114877
AIO/00000384,190337
AIO/00000385,190337
AIO/00000388,201162
AIO/00000390,190050
AIO/00000396,98962
